City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,porto velho,-8.7619,-63.9039,25.03,69,0,0.51,BR,1721353597
282,agat village,13.3886,144.6585,30.42,84,75,6.17,GU,1721353853
283,nar'yan-mar,67.6713,53.087,8.48,77,11,4.22,RU,1721353853
284,bredy,52.4153,60.3411,16.46,85,98,1.77,RU,1721353853
285,rabaul,-4.1967,152.1721,27.76,75,100,8.59,PG,1721353853
286,pangai,-19.8,-174.35,27.06,74,75,4.12,TO,1721353854
287,ancud,-41.8697,-73.8203,4.68,76,2,4.1,CL,1721353854
288,berwick,41.0545,-76.2333,21.63,81,28,2.33,US,1721353855
289,lib,8.3122,167.3766,28.14,73,75,5.73,MH,1721353855
290,micheweni,-4.9667,39.8333,23.65,83,34,4.96,TZ,1721353855
291,vadso,70.0744,29.7487,12.49,100,100,9.26,NO,1721353855
292,tahara,34.6667,137.2667,28.97,82,99,3.7,JP,1721353856
293,siwa oasis,29.2041,25.5195,28.77,36,0,2.35,EG,1721353856
294,xilin hot,43.9667,116.0333,27.39,30,12,3.41,CN,1721353856
295,brownwood,31.7093,-98.9912,31.0,40,0,1.54,US,1721353856
296,bouna,9.2667,-3.0,22.04,96,75,2.32,CI,1721353856
297,hadibu,12.65,54.0333,25.84,84,100,10.11,YE,1721353856
298,touros,-5.1989,-35.4608,23.28,90,40,4.64,BR,1721353857
299,canto do buriti,-8.11,-42.9444,23.34,51,9,2.03,BR,1721353857
300,remire-montjoly,4.9167,-52.2667,24.02,100,100,1.03,GF,1721353618
301,tazovsky,67.4667,78.7,11.1,66,99,5.25,RU,1721353857
302,jejuri,18.2833,74.1667,22.65,92,100,5.16,IN,1721353857
303,letterkenny,54.95,-7.7333,11.79,98,100,0.98,IE,1721353857
304,akureyri,65.6835,-18.0878,12.96,62,75,2.57,IS,1721353858
305,shurugwi,-19.6702,30.0059,10.69,30,0,2.4,ZW,1721353858
306,campoverde,-8.4753,-74.8058,24.83,60,0,0.56,PE,1721353858
307,nizao,18.25,-70.2,28.04,81,91,5.66,DO,1721353858
308,kavaratti,10.5669,72.642,26.95,86,100,8.09,IN,1721353858
309,sisimiut,66.9395,-53.6735,8.17,74,1,0.28,GL,1721353858
310,hammerfest,70.6634,23.6821,18.25,77,0,3.09,NO,1721353858
311,yahyali,38.1023,35.357,18.29,67,0,2.82,TR,1721353858
312,chimore,-16.9833,-65.1333,19.09,71,0,1.19,BO,1721353859
313,katsuura,35.1333,140.3,27.45,82,100,8.73,JP,1721353859
314,joacaba,-27.1781,-51.5047,12.94,97,1,1.32,BR,1721353859
315,sola,-13.8833,167.55,27.46,74,65,1.76,VU,1721353859
316,saint-benoit,-21.038,55.7194,18.06,66,0,3.3,RE,1721353859
317,swift current,50.2834,-107.8014,27.45,36,20,8.23,CA,1721353859
318,guaratinga,-16.5667,-39.5667,17.6,95,7,0.69,BR,1721353859
319,okondja,-0.6549,13.6753,22.49,80,51,1.19,GA,1721353859
320,guatrache,-37.6678,-63.5302,10.12,46,100,5.88,AR,1721353860
321,santa cruz,-17.8,-63.1667,19.7,73,0,2.57,BO,1721353860
322,sokur,55.2093,83.319,19.2,88,94,2.96,RU,1721353860
323,hobyo,5.3505,48.5268,24.24,87,80,9.96,SO,1721353860
324,mineral wells,32.8085,-98.1128,31.26,62,28,4.44,US,1721353860
325,pakse,15.1167,105.7833,26.08,94,75,1.03,LA,1721353860
326,general levalle,-34.0147,-63.9241,10.46,77,0,3.94,AR,1721353860
327,tsiombe,-25.3,45.4833,18.74,91,19,3.26,MG,1721353861
328,gwanda,-20.9333,29.0,13.17,30,0,2.0,ZW,1721353861
329,bel ombre,-4.6167,55.4167,25.91,78,20,3.6,SC,1721353861
330,poronaysk,49.2167,143.1167,13.09,90,100,4.71,RU,1721353861
331,rudnya,54.947,31.0934,14.88,95,0,2.74,RU,1721353861
332,diu,20.7141,70.9822,27.31,89,100,7.53,IN,1721353861
333,khovd,48.0056,91.6419,22.32,37,100,0.93,MN,1721353861
334,aykhal,66.0,111.5,14.85,66,100,3.55,RU,1721353862
335,maroua,10.591,14.3159,24.65,73,99,1.41,CM,1721353862
336,piton saint-leu,-21.2196,55.3151,16.06,59,0,2.06,RE,1721353862
337,golere,16.2557,-14.1017,31.92,59,5,6.66,SN,1721353862
338,undurkhaan,47.3194,110.6556,24.34,43,99,2.15,MN,1721353862
339,phongsali,21.6833,102.1058,21.81,93,99,0.15,LA,1721353862
340,labuan,5.2767,115.2417,30.2,74,20,1.03,MY,1721353863
341,cabo san lucas,22.8909,-109.9124,32.61,51,20,6.69,MX,1721353863
342,haimen,23.1935,116.6142,30.94,76,95,4.32,CN,1721353863
343,korla,41.7597,86.1469,25.35,51,100,4.8,CN,1721353863
344,howard springs,-12.497,131.047,23.95,35,0,4.04,AU,1721353863
345,awjilah,29.1081,21.2869,27.18,59,0,4.96,LY,1721353863
346,pale,43.8161,18.5694,16.86,93,40,1.54,BA,1721353863
347,bontang,0.1333,117.5,25.49,90,100,3.26,ID,1721353863
348,bubaque,11.2833,-15.8333,26.41,85,100,7.44,GW,1721353864
349,rosario del tala,-32.3029,-59.1455,13.38,90,0,2.08,AR,1721353864
350,baie-comeau,49.2168,-68.1489,16.82,94,75,3.09,CA,1721353677
351,carnarvon,-24.8667,113.6333,17.26,56,1,6.12,AU,1721353864
352,dumas,35.8656,-101.9732,27.08,41,0,5.66,US,1721353864
353,karasuk,53.7377,78.0403,18.41,90,100,4.39,RU,1721353864
354,kroya,-7.6331,109.2461,27.46,68,16,4.26,ID,1721353865
355,port-cartier,50.0334,-66.8654,18.82,87,21,3.35,CA,1721353865
356,shanhecun,44.7,127.2,27.19,66,15,8.27,CN,1721353865
357,nikolayevsk-on-amure,53.1406,140.73,17.35,97,100,1.97,RU,1721353865
358,leava,-14.3,-178.1667,27.72,73,29,8.0,WF,1721353865
359,huotong,26.8497,119.4181,35.97,50,3,1.45,CN,1721353865
360,laminusa,5.5549,120.9136,28.4,80,100,8.19,PH,1721353865
361,prado,-17.3411,-39.2208,21.76,79,44,2.04,BR,1721353866
362,cles,46.3667,11.0333,21.25,92,1,1.59,IT,1721353866
363,quirihue,-36.2833,-72.5333,4.7,75,4,4.58,CL,1721353866
364,haiku-pauwela,20.9219,-156.3051,27.92,68,20,9.26,US,1721353866
365,puerto princesa,9.7392,118.7353,26.48,81,100,1.19,PH,1721353866
366,tralee,52.2704,-9.7026,10.63,96,66,1.83,IE,1721353866
367,praia,14.9215,-23.5087,25.3,83,75,3.6,CV,1721353867
368,pacific grove,36.6177,-121.9166,23.34,87,40,3.6,US,1721353644
369,omdurman,15.6445,32.4777,31.11,50,100,8.33,SD,1721353867
370,hoa binh,20.8133,105.3383,27.34,89,100,1.44,VN,1721353867
371,newman,37.3138,-121.0208,38.13,10,7,4.96,US,1721353867
372,luga,58.7372,29.8453,13.8,95,8,2.24,RU,1721353867
373,moranbah,-22.0016,148.0466,17.31,34,2,5.1,AU,1721353868
374,foggia,41.45,15.5333,26.88,78,0,4.12,IT,1721353868
375,rumonge,-3.9736,29.4386,22.12,63,84,1.04,BI,1721353868
376,pamekasan,-7.1568,113.4746,29.36,100,4,4.46,ID,1721353868
377,mangrol,21.1167,70.1167,27.29,90,100,7.16,IN,1721353868
378,shakhtersk,48.0625,38.5167,25.29,39,8,2.17,UA,1721353868
379,louga,58.7372,29.8453,13.8,95,8,2.24,RU,1721353868
380,cestos city,5.46,-9.5828,25.24,80,100,4.44,LR,1721353869
381,taroudant,30.4703,-8.877,29.2,40,100,1.99,MA,1721353869
382,enoch,37.7733,-113.0244,26.14,37,75,7.2,US,1721353869
383,lamu,-2.2717,40.902,24.54,77,25,6.84,KE,1721353869
384,capinzal,-27.3436,-51.6119,12.68,97,0,1.48,BR,1721353870
385,ajdabiya,30.7554,20.2263,26.59,69,0,3.95,LY,1721353870
386,sokcho,38.2083,128.5911,31.34,51,0,4.63,KR,1721353870
387,siocon,7.7061,122.1353,28.55,74,99,2.89,PH,1721353870
388,mil'kovo,55.6078,37.7956,20.22,93,100,3.91,RU,1721353870
389,saimbeyli,37.9863,36.0906,13.92,74,0,4.46,TR,1721353870
390,ambovombe,-25.1667,46.0833,18.89,88,31,4.12,MG,1721353871
391,miquelon,47.0975,-56.3814,16.0,99,100,7.09,PM,1721353871
392,gobabis,-22.45,18.9667,8.34,21,0,3.74,NA,1721353871
393,holualoa,19.6228,-155.9522,27.91,76,40,5.14,US,1721353871
394,puerto baquerizo moreno,-0.9,-89.6,21.48,81,78,4.43,EC,1721353631
395,mihona,26.2844,78.9817,34.81,52,64,3.23,IN,1721353871
396,chengde,40.9725,117.9361,30.65,37,10,1.46,CN,1721353871
397,timimoun,29.2639,0.231,37.94,10,32,1.87,DZ,1721353872
398,wanning,18.8003,110.3967,29.02,86,76,3.45,CN,1721353872
399,tolanaro,-25.0319,46.9987,20.04,100,40,2.06,MG,1721353872
400,patterson,37.4716,-121.1297,37.66,32,3,4.96,US,1721353872
401,baranivka,50.2969,27.6622,16.11,89,11,2.38,UA,1721353872
402,paita,-5.0892,-81.1144,18.13,82,49,6.47,PE,1721353872
403,singa,13.15,33.9333,23.85,83,100,4.81,SD,1721353872
404,iranshahr,27.2025,60.6848,35.22,20,97,2.39,IR,1721353872
405,howrah,22.5892,88.3103,30.0,84,40,5.14,IN,1721353873
406,kourou,5.1552,-52.6478,24.03,87,62,2.04,GF,1721353742
407,ailuk,10.2197,169.9797,27.86,79,90,5.67,MH,1721353873
408,isangel,-19.55,169.2667,24.06,94,100,5.14,VU,1721353873
409,karratha,-20.7377,116.8463,24.3,61,6,4.77,AU,1721353873
410,chinde,26.8212,87.7095,28.77,73,62,1.06,NP,1721353874
411,canutama,-6.5339,-64.3831,23.78,52,10,0.33,BR,1721353874
412,laguna,38.421,-121.4238,39.41,30,0,4.63,US,1721353874
413,semnan,35.5729,53.3971,26.06,46,1,1.82,IR,1721353874
414,al ghayzah,16.2079,52.176,27.81,79,100,3.26,YE,1721353874
415,oyama,36.3,139.8,32.55,58,100,1.34,JP,1721353874
416,pinotepa nacional,16.3167,-98.0167,26.06,82,46,0.99,MX,1721353874
417,kavieng,-2.5744,150.7967,27.03,85,100,6.83,PG,1721353875
418,balangiga,11.1097,125.3875,28.5,74,80,4.13,PH,1721353875
419,mirnyy,62.5353,113.9611,18.12,56,100,3.66,RU,1721353875
420,jayapura,-2.5333,140.7,29.66,64,97,2.41,ID,1721353875
421,meizhou,24.2977,116.1072,33.3,56,95,2.26,CN,1721353877
422,qarqaraly,49.4058,75.4742,17.39,76,9,2.1,KZ,1721353877
423,puerto aysen,-45.4,-72.7,-0.7,99,73,1.42,CL,1721353579
424,dabakala,8.3667,-4.4333,21.98,98,41,1.96,CI,1721353878
425,le vauclin,14.5452,-60.8388,26.03,94,75,1.54,MQ,1721353878
426,kapuskasing,49.4169,-82.4331,20.05,68,75,2.06,CA,1721353878
427,alotau,-10.3069,150.4462,21.88,88,100,2.3,PG,1721353878
428,haparanda,65.8355,24.1368,15.03,97,100,2.54,SE,1721353878
429,peterhead,57.5058,-1.7981,15.22,95,100,4.36,GB,1721353878
430,oranjemund,-28.55,16.4333,12.07,85,0,0.6,NA,1721353878
431,pemangkat,1.1667,108.9667,28.42,75,9,3.61,ID,1721353879
432,mount pleasant,32.7941,-79.8626,28.9,75,20,4.12,US,1721353879
433,puerto armuelles,8.2833,-82.8667,25.05,94,100,0.45,PA,1721353879
434,ixtapa,20.7,-105.2,26.24,84,90,1.34,MX,1721353879
435,buta,2.7858,24.73,20.97,99,100,1.06,CD,1721353879
436,pariaman,-0.619,100.12,29.03,72,6,0.61,ID,1721353879
437,serowe,-22.3833,26.7167,12.96,33,0,1.48,BW,1721353879
438,shamakhi,40.6314,48.6414,20.4,62,97,1.34,AZ,1721353880
439,bandar-e lengeh,26.5579,54.8807,32.48,75,84,2.65,IR,1721353880
440,larache,35.1932,-6.1557,24.12,71,12,0.42,MA,1721353880
441,tromso,69.6496,18.957,13.01,88,35,0.0,NO,1721353880
442,taroa,8.7058,171.2275,27.86,76,93,3.96,MH,1721353880
443,lido di ostia,41.7321,12.2765,26.35,28,0,1.03,IT,1721353880
444,kovernino,57.1253,43.8142,16.68,81,73,1.29,RU,1721353880
445,mahibadhoo,3.7833,72.9667,28.86,76,100,5.4,MV,1721353881
446,la toma,-33.0526,-65.6238,8.96,59,0,2.05,AR,1721353881
447,puerto deseado,-47.7503,-65.8938,3.01,70,54,9.25,AR,1721353881
448,palembang,-2.9167,104.7458,27.05,89,20,2.06,ID,1721353881
449,samana,19.2056,-69.3369,25.81,90,81,3.79,DO,1721353881
450,puerto carreno,6.189,-67.4859,23.22,93,100,2.19,CO,1721353881
451,robore,-18.3333,-59.75,20.14,48,0,1.54,BO,1721353881
452,mitu,1.1983,-70.1733,21.21,97,100,0.62,CO,1721353802
453,bonnyville,54.2668,-110.735,32.89,59,0,3.44,CA,1721353882
454,mejit,10.2753,170.8646,27.87,79,19,5.36,MH,1721353882
455,charikar,35.0136,69.1714,23.43,32,20,2.16,AF,1721353882
456,pogar,52.554,33.2591,17.3,94,1,4.18,RU,1721353882
457,huarmey,-10.0681,-78.1522,17.29,84,0,4.37,PE,1721353882
458,crane,31.3974,-102.3501,30.08,39,47,6.4,US,1721353882
459,zapolyarnyy,69.4154,30.8136,11.6,93,91,2.21,RU,1721353882
460,gorontalo,0.5412,123.0595,29.22,63,82,4.56,ID,1721353882
461,hilo,19.7297,-155.09,27.92,75,20,4.63,US,1721353883
462,angus,44.3168,-79.8829,16.56,69,0,1.54,CA,1721353883
463,kruisfontein,-34.0033,24.7314,7.71,91,0,2.52,ZA,1721353883
464,maevatanana,-13.8831,48.5289,19.1,79,40,1.49,MG,1721353883
465,kerouane,9.2667,-9.0167,21.17,98,100,1.32,GN,1721353883
466,ewo,-0.8725,14.8206,23.94,73,14,1.81,CG,1721353883
467,hampton bays,40.869,-72.5176,25.51,66,95,2.65,US,1721353588
468,villa alemana,-33.0422,-71.3733,12.46,69,75,3.6,CL,1721353884
469,correntina,-13.3433,-44.6367,18.26,44,0,1.33,BR,1721353884
470,sept-iles,50.2001,-66.3821,19.0,97,100,2.06,CA,1721353884
471,at taj,24.2049,23.2857,27.58,24,0,3.33,LY,1721353885
472,mount gambier,-37.8333,140.7667,10.4,72,100,6.9,AU,1721353885
473,fuerte olimpo,-21.0415,-57.8738,21.87,43,0,2.63,PY,1721353885
474,high river,50.5834,-113.8687,27.75,51,88,2.92,CA,1721353885
475,notodden,59.5594,9.2585,13.07,86,89,2.04,NO,1721353885
476,lodja,-3.4833,23.4333,20.35,42,13,1.14,CD,1721353885
477,dalandzadgad,43.5708,104.425,31.84,15,90,3.44,MN,1721353885
478,ebaye,8.7748,167.7392,30.01,74,0,6.69,MH,1721353885
479,manzini,-26.25,31.5,15.71,24,1,1.7,SZ,1721353886
480,kangding,30.0513,101.9603,23.29,73,100,0.4,CN,1721353886
481,devin,41.7433,24.4,18.97,70,5,1.35,BG,1721353886
482,belyy yar,53.6039,91.3903,21.94,78,0,0.0,RU,1721353886
483,colonia,50.9333,6.95,19.42,81,0,1.54,DE,1721353589
484,mweka,-4.85,21.5667,19.47,42,18,0.71,CD,1721353887
485,whistler,50.1164,-122.9695,27.57,44,20,3.09,CA,1721353603
486,ola,59.5833,151.2833,13.6,81,60,4.65,RU,1721353887
487,lang son,21.8333,106.7333,25.78,90,100,1.67,VN,1721353887
488,port macquarie,-31.4333,152.9167,16.05,45,56,0.89,AU,1721353887
489,coquimbo,-29.9533,-71.3436,12.85,77,100,1.54,CL,1721353820
490,kargasok,59.0556,80.8572,19.7,92,100,2.78,RU,1721353888
491,karwar,14.8,74.1333,25.86,91,100,8.74,IN,1721353888
492,galliano,29.4422,-90.2992,26.11,75,26,2.48,US,1721353888
493,bansi,27.1833,82.9333,26.81,89,99,3.11,IN,1721353888
494,bella vista,36.4295,-94.2316,25.38,64,0,5.14,US,1721353888
495,dilling,12.05,29.65,23.21,88,100,4.48,SD,1721353888
496,essaouira,31.5125,-9.77,27.72,57,92,1.54,MA,1721353889
497,ha giang,22.8333,104.9833,29.46,74,86,0.89,VN,1721353889
498,carbonear,47.7332,-53.2148,21.91,96,85,6.41,CA,1721353889
499,mar del plata,-38.0023,-57.5575,12.01,81,0,1.79,AR,1721353772
500,yelizovo,53.1873,158.3805,20.08,56,20,2.0,RU,1721353889
501,abhar,36.1468,49.218,15.72,92,56,2.65,IR,1721353889
502,zhangzhou,24.5133,117.6556,32.96,56,26,1.89,CN,1721353890
503,timbuktu,16.7735,-3.0074,32.55,52,29,7.72,ML,1721353890
504,jalai nur,49.45,117.7,26.74,35,52,6.72,CN,1721353890
505,zheleznodorozhnyy,55.7503,38.0042,20.23,89,100,4.24,RU,1721353890
506,qui nhon,13.7667,109.2333,30.57,62,23,6.48,VN,1721353890
507,prairie du chien,43.0517,-91.1412,20.01,73,0,0.0,US,1721353890
508,igarka,67.4667,86.5833,14.09,53,6,6.42,RU,1721353890
509,mount pearl,47.5166,-52.7813,21.19,93,100,8.23,CA,1721353890
510,kirensk,57.7853,108.1119,24.45,61,4,1.56,RU,1721353891
511,aldinga beach,-35.2793,138.4604,11.52,78,100,12.36,AU,1721353891
512,cole harbour,44.6724,-63.4751,19.66,95,100,2.06,CA,1721353802
513,zunyi,27.6867,106.9072,24.15,85,100,4.9,CN,1721353891
514,ar rahad,12.7167,30.65,26.17,74,75,4.66,SD,1721353891
515,la passe,45.5549,-0.8967,20.55,84,1,3.24,FR,1721353891
516,tarawa,1.419,172.984,31.05,74,75,2.57,KI,1721353891
517,arias,-33.6441,-62.4027,13.33,70,38,2.35,AR,1721353892
518,hami,42.8,93.45,34.59,14,100,1.67,CN,1721353892
519,grand falls-windsor,48.9332,-55.6649,20.84,89,100,4.28,CA,1721353892
520,kamen'-rybolov,44.7481,132.0403,26.0,70,0,5.28,RU,1721353892
521,fort bragg,35.139,-79.006,23.32,95,0,0.0,US,1721353892
522,sao vicente,-23.9631,-46.3919,19.1,59,72,0.45,BR,1721353689
523,saldanha,-33.0117,17.9442,12.03,86,4,4.34,ZA,1721353893
524,bandarbeyla,9.4942,50.8122,25.9,66,64,12.48,SO,1721353893
525,okhotsk,59.3833,143.3,12.52,81,100,3.2,RU,1721353893
526,ambalangoda,6.2355,80.0538,27.25,87,100,3.93,LK,1721353893
527,estevan,49.1334,-102.9842,28.11,54,0,5.14,CA,1721353893
528,meadow lake,34.8014,-106.5436,28.42,70,47,7.27,US,1721353893
529,downpatrick,54.3263,-5.7035,15.04,99,100,3.5,GB,1721353893
530,bamboo flat,11.7,92.7167,28.05,89,100,5.14,IN,1721353893
531,yeppoon,-23.1333,150.7333,20.7,43,0,3.9,AU,1721353894
532,sao felix do xingu,-6.6447,-51.995,22.2,44,5,0.46,BR,1721353894
533,dunedin,-45.8742,170.5036,11.0,73,64,4.47,NZ,1721353894
534,monroeville,40.4212,-79.7881,21.24,66,83,0.89,US,1721353894
535,bikenibeu village,1.3673,173.1241,30.98,74,75,2.57,KI,1721353894
536,fazilpur,32.1833,75.0667,31.61,66,5,4.45,PK,1721353894
537,ipora,-16.4419,-51.1178,19.47,40,0,1.87,BR,1721353689
538,yermentau,51.6214,73.1069,17.2,88,33,3.35,KZ,1721353895
539,mont-laurier,46.5501,-75.4993,17.79,85,0,1.59,CA,1721353895
540,kidal,18.4411,1.4078,31.59,42,31,6.93,ML,1721353895
541,nicoya,10.1483,-85.452,24.52,96,100,1.01,CR,1721353895
542,corumba,-19.0092,-57.6533,21.55,49,0,0.94,BR,1721353895
543,kassala,15.451,36.4,24.67,73,100,8.26,SD,1721353896
544,rawson,-43.3002,-65.1023,4.89,55,1,7.99,AR,1721353896
545,arteche,12.2645,125.4048,28.75,80,16,1.15,PH,1721353896
546,krasnyy chikoy,50.3643,108.7512,24.88,44,0,1.1,RU,1721353896
547,palikir - national government center,6.9248,158.1611,31.47,84,100,4.12,FM,1721353896
548,praia da vitoria,38.7333,-27.0667,20.14,88,20,0.84,PT,1721353897
549,dwarka,22.2394,68.9678,28.51,87,100,6.65,IN,1721353897
550,san carlos,9.6612,-68.5827,21.47,99,79,1.03,VE,1721353897
551,rio grande,-32.035,-52.0986,9.97,92,3,4.53,BR,1721353897
552,island harbour,50.724,-1.2758,16.63,52,60,2.33,GB,1721353898
553,livingston,55.9029,-3.5226,16.03,84,100,3.6,GB,1721353898
554,asosa,10.0667,34.5333,15.79,95,100,1.17,ET,1721353898
555,callao,-12.0667,-77.15,17.16,72,75,5.14,PE,1721353898
556,arkhangel'sk,64.5401,40.5433,15.06,100,20,4.0,RU,1721353898
557,kota kinabalu,5.9749,116.0724,30.99,66,20,1.54,MY,1721353649
558,taulaga,-11.0553,-171.0883,27.79,73,43,9.05,AS,1721353899
559,shuangcheng,45.35,126.2833,26.82,60,73,6.85,CN,1721353899
560,kapa'a,22.0752,-159.319,29.18,64,20,5.66,US,1721353899
561,tallahassee,30.4383,-84.2807,26.85,92,100,1.89,US,1721353882
